Symbol
ALLO
CARM
SOL
CIG
NMG
ARAY
ARMP
LPCN
FORA
TGAN
UCL
CVM
SYRS
APTO
SNAX
TRUE
NUZE
GANX
SUP
ABEV
SLI
MTA
IH
TPIC
CIFR
HIVE
ANIX
HGBL
MKTW
UROY
SQNS
LYRA
REKR
IREN
HEPA
FUBO
ODV
VRCA
JRSH
AYTU
LAZR
ORLA
RLMD
ACIU
ILPT
BRNS
HOFV
NSPR
SHPW
MDGS
TSBX
LOCL
CAPR
CONN
RMNI
LUNR
BTG
STEM
CDZI
GP
EGHT
ITCL
BBD
DSX
FREE
MDXH
BIVI
GTEC
CRMD
EVGO
SMRT
LUMO
TNON
DRTS
INDO
DTST
INZY
LPSN
TPST
VTGN
AIRI
LOOP
PRLD
AKTX
OCUP
PACK
RKDA
THRX
BZUN
NAUT
NDLS
CDRO
CHPT
AMPX
API
BRCC
USAU
BLUE
NTBL
PPTA
CPTN
GRAB
OCX
FSR
MIRO
FTHM
ECX
PRTS
VNET
CALC
ACXP
GNFT
GLUE
PHX
GFAI
GPRO
MFG
SGHC
ALIM
DISH
KA
AVGR
MAMA
OVID
SACH
CLNE
BLDE
TERN
BTCT
OMEX
NOK
VYNE
AMBP
MNTS
FIP
NFGC
IBRX
VMEO
CMBM
LVOX
SKE
SOPH
TRMR
BNTC
HUYA
SDIG
SVRA
FLUX
PBYI
OB
ETON
MXCT
MNKD
CHMI
DADA
EU
ISPO
ASTS
FNCH
VTNR
WOOF
IVAC
WOW
ASPS
DUOT
SANA
MOND
IVA
PRTH
CLSK
TBLA
TWKS
WTI
AREN
ADMA
CRBP
SSSS
PCT
BWAY
ELA
EVLV
FULC
AUTL
FHTX
NG
ARDX
SAN
BFRI
BTE
ULCC
EVC
DERM
PYPD
TEF
GIPR
GDTC
LSAK
BLNK
GVP
NB
CMCT
LTRN
RPTX
ADPT
APRE
HLLY
LIAN
EGY
BCTX
EDAP
FUSN
PRM
CSTE
RSKD
SASI
BTAI
CRBU
PLUG
SPRY
BDN
DAO
HL
ABEO
CELZ
QNRX
TLS
VSTA
FRLN
ALEC
PEPG
LNZA
RKLB
ABCL
HBM
FATH
PRPH
APLD
HBIO
INLX
ZVRA
TUSK
NCMI
AEYE
REE
GHG
IMMX
MOLN
ZURA
AKYA
INFN
ITI
KGEI
MOTS
GETY
III
NAT
UPLD
ACHV
SELF
ATXS
GRCL
AJX
EFXT
TELA
DTC
NVNO
AMRX
QUAD
KVHI
AMTX
STKL
AEON
ESOA
STKS
CIO
GSM
SAND          
TKC
DSKE
LUXH
RSI
IOVA
OABI
STOK
TTI
CNTY
EQX
RUM
ATNM
DXLG
AADI
NEXT
EPIX
MYNA
ADTX
IGMS
LTRX
MGTX
TIGR
AIP
KMDA
SPIR
DIBS
STGW
TDCX
BRAG
DRCT
ORN
GENI
OM
SOTK
CETX
FINV
GGB
UGP
IQ
NYXH
BTMD
CLPR
GDRX
IDR
ACCO
BTDR
CIM
TCRX
FNGR
OLO
GPMT
AG
SMWB
CLPT
NN
SPWH
ACRV
COYA
SCPH
CLAR
QIPT
BYRN
LBPH
OXLC
ONL
PTON
FLL
LUNA
GB
APPS
MRVI
GREE
CTOS
GNTA
KALA
LPL
OUST
AMPS
LESL
IMRX
CMLS
UNIT
IHS
KGC
MITT
BCRX
MDRR
SBSW
SHIP
SILV
AINC
YMAB
AXDX
CRIS
DOMA
PRE
CSBR
WVE
INTR
MTEM
CDMO
CTKB
RVPH
CCEL
CINT
VTSI
CGAU
GHSI
ADTN
EEX
GASS
KC
MEDS
AIRS
AUGX
MIXT
CMPO
AXGN
CVAC
LAW
LC
HPP
PAYO
SURG
NBTX
CMPS
OCCI
LVRO
DPSI
GBTG
JOBY
ECOR
RVSB
AQN
USGO
EXAI
ATOM
RMBL
NTCO
ANVS
ELTX
KNOP
OPAL
WPRT
DSP
INVE
LNKB
APEI
CVGI
OWLT
HIMX
LPRO
SKLZ
ACHR
TRTX
EPM
FIGS
GRNT
RNW
EARN
RSVR
UEC
TVTX
ITUB
FAT
IMMR
NXE
ADT
BLZE
FFWM
MTLS
GILT
NNOX
MAXN
NVRI
DCGO
LFST
AVXL
LCUT
PDSB
RNA
VSTM
NVAX
SKYT
MNTX
MQ
BORR
THRD
NRIX
PDM
INN
RPHM
AMPY
BGC
SLND
LQDA
VIRC
NVTS
RLGT
GTE
LFLY
RXRX
VLRS
EYPT
ADSE
EWTX
MRNS
INDI
ALHC
GLDD
TOPS
YEXT
QURE
CNTA
VTEX
VZIO
RIG
BRSP
PPSI
AKA
SWN
MDXG
PNNT
MASS
MG
CTLP
HSDT
UFI
RVNC
VYGR
ORIC
WT
BHC
TACT
ASUR
OBIO
MX
VIGL
INMB
WW
RWT
BCS
PANL
ANGO
LAZY
TIXT
SHCO
HHS
MOMO
MGNX
EGAN
XFLT
PRME
KOS
YMM
CX
CPG
MCW
PHAT
MRCC
BRY
LILA
NR
MLYS
OSCR
AXL
COGT
DESP
LFMD
LIND
PACB
CLVT
ARKO
HRTG
RPAY
MLCO
MEIP
TMCI
BEEM
HLMN
MBI
HIMS
NWL
ASYS
SSP
ALIT
OIS
TAST
ASTL
GTX
EVEX
MUX
BBCP
EB
MOR
SOFI
VRA
WTTR
TCN
PLYA
NIO
UAA
AGS
QRHC
GHRS
SEAT
LFCR
ETNB
ZYME
GTN
ACR
MGNI
TME
MDWD
UMC
GOGL
VBNK
WNEB
BRDG
CRESY
KALV
TNGX
OBE
DXR
ISSC
ACCD
IPWR
PETS
WEST
CLBT
AURA
RDCM
EHTH
ROVR
GDOT
EBR
FENC
ICVX
PACW
ACNT
PLTK
HLN
AUPH
EVCM
HROW
VIAV
AOUT
RLAY
ULBI
UUUU
DH
TZOO
AVPT
VCSA
ZUO
TPC
NYMT
JANX
HCAT
NPCE
PAGS
TAC
NVCT
AAN
AHCO
EOLS
INSE
DRH
EVER
LXFR
ASX
SKYH
HTZ
CWK
EDIT
EZPW
OPAD
GNL
LXP
OPBK
ZETA
SNPO
TLYS
JYNT
MRAM
CDLX
LXU
MFIN
VLY
AGNC
SOND
MIR
FLWS
HARP
PDLB
MGIC
CD
MPAA
GENK
ARLO
DRD
MUFG
ALXO
NU
GCMG
BFIN
ENTA
LOCO
WEAV
ACDC
BBVA
BMEA
CDNA
CHGG
ARHS
ARIS
SLRN
ESRT
HTBK
SXC
AMSC
BBDC
UEIC
ETRN
ALVO
AMAM
MNTK
PROF
EXPR
EGRX
DDI
NYCB
ANL
VOD
HIPO
NAMS
AVD
MARA
GPRK
KURA
SSIC
BRKL
RKT
SLN
CMRE
LEE
ZYXI
DENN
BIGC
ROIV
SOI
WALD
XPER
DOMO
GRFS
RRGB
AVO
ELP
OPRX
GCT
TAL
CGEM
LSEA
SEMR
TRAK
ECC           
ECVT
GEO
PX
CYD
LINC
PUMP
TSQ
IMTX
BGSF
RIOT
AVDX
DNB
IRWD
LZM
HRT
KLXE
HLX
OCS
SOHU
WKME
GMRE
VIR
PBPB
NOVA
UTI
ADEA
AOMR
TILE
MAX
ASPN
NETI
ITOS
MCBC
